"Energiedragers","Perioden","Totaal aanbod","Winning","Invoer","Uitvoer","Invoersaldo","Bunkering","Energieaanbod/Voorraadmutatie (PJ)","Statistische verschillen (PJ)","Totaal energieverbruik","Energieomzetting/Inzet energie voor omzetting/Totaal inzet (PJ)","Energieomzetting/Inzet energie voor omzetting/Inzet elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Inzet energie voor omzetting/Inzet andere omzetting (PJ)","Energieomzetting/Productie energie uit omzetting/Totaal productie (PJ)","Energieomzetting/Productie energie uit omzetting/Productie elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Productie energie uit omzetting/Productie andere omzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Totaal saldo energieomzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Saldo elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Saldo andere omzetting (PJ)","Eigen verbruik energiesector/Totaal (PJ)","Eigen verbruik energiesector/Olie- en gaswinning (PJ)","Eigen verbruik energiesector/Cokesfabrieken (PJ)","Eigen verbruik energiesector/Raffinaderijen (PJ)","Eigen verbruik energiesector/Totaal energiebedrijven (PJ)","Verliezen bij distributie (PJ)","Finaal verbruik/Totaal finaal verbruik (PJ)","Finaal verbruik/Finaal energieverbruik/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/IJzer- en staalindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Chemie en farmaceutische industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Non-ferrometalenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwmaterialenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Transportmiddelenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Metaalproducten en machine-industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Delfstoffenwinning (geen olie en gas) (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Voedings- en genotmiddelenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Papier- en grafische industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Houtindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwnijverheid (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Textiel-, kleding- en lederindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Onbekend (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse luchtvaart (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Wegverkeer (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Railverkeer (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Pijpleidingen (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse scheepvaart (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Onbekend (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Diensten, afval, water en reparatie (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Woningen (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Landbouw (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Visserij (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Onbekend (PJ)","Finaal verbruik/Niet-energetisch gebruik/Totaal (PJ)","Finaal verbruik/Niet-energetisch gebruik/Nijverheid (exclusief de energiesector) (PJ)","Finaal verbruik/Niet-energetisch gebruik/Waarvan chemie en petrochemie (PJ)","Finaal verbruik/Niet-energetisch gebruik/Vervoer (PJ)","Finaal verbruik/Niet-energetisch gebruik/Overige afnemers (PJ)"
"Totaal energiedragers","1999","  3108.0","  2515.9","  6572.5","  5451.1","  1121.0","   660.3","   130.9","   -15.5","  3123.5","  3904.6","   883.1","  3021.5","  3412.6","   515.5","  2897.2","   492.0","   367.7","   124.3","   165.9","    32.9","     8.6","   123.0","     1.4","    21.5","  2444.1","  1986.7","   644.4","    38.5","   306.3","    25.6","    35.4","     5.4","    32.3","     7.1","    98.6","    39.9","     4.2","    29.1","     8.1","    14.0","   445.9","     0.8","   427.7","     7.2","","    10.2","","   896.4","   252.6","   452.4","   168.8","    18.2","     4.4","   457.5","   451.9","   417.0","     3.1","     2.4"
"Totaal energiedragers","2000","  3146.8","  2457.2","  7172.1","  5686.4","  1486.0","   689.2","  -107.0","     1.3","  3145.5","  3946.8","   906.2","  3040.6","  3438.4","   525.9","  2912.5","   508.5","   380.4","   128.1","   163.0","    32.9","     7.8","   121.0","     1.4","    22.2","  2451.8","  1981.4","   630.2","    39.8","   295.7","    27.0","    36.2","     5.6","    29.9","     6.2","    94.4","    40.5","     4.6","    28.1","     8.3","    13.8","   445.6","     0.8","   427.1","     7.4","","    10.2","","   905.6","   259.7","   453.5","   170.5","    17.6","     4.2","   470.4","   465.7","   432.3","     2.8","     1.9"
"Totaal energiedragers","2001","  3231.4","  2574.3","  7341.3","  5961.4","  1380.0","   737.1","    14.3","    11.3","  3220.1","  3994.9","   952.7","  3042.1","  3442.9","   538.6","  2904.4","   551.9","   414.2","   137.8","   163.3","    32.4","     8.4","   120.9","     1.6","    22.9","  2482.0","  2015.6","   626.0","    40.6","   297.6","    25.6","    35.5","     5.7","    29.6","     5.1","    92.5","    38.3","     3.5","    29.0","     7.8","    15.2","   448.9","     0.7","   430.4","     7.2","","    10.6","","   940.7","   274.9","   477.8","   166.8","    17.4","     3.9","   466.3","   461.0","   425.3","     3.0","     2.4"
"Totaal energiedragers","2002","  3265.1","  2575.2","  7589.2","  6200.7","  1389.0","   737.8","    39.1","    22.0","  3243.1","  3894.1","   967.4","  2926.7","  3345.3","   546.4","  2798.8","   548.8","   421.0","   127.8","   159.2","    34.8","     7.8","   114.1","     2.4","    23.3","  2511.8","  2012.7","   641.2","    40.6","   316.0","    25.6","    31.3","     5.9","    29.6","     5.7","    93.6","    39.7","     3.5","    27.1","     7.5","    15.2","   459.1","     0.7","   440.4","     7.1","","    11.0","","   912.5","   271.6","   466.4","   156.0","    14.5","     4.0","   499.1","   493.5","   457.9","     3.2","     2.4"
"Totaal energiedragers","2003","  3374.4","  2477.9","  7680.9","  6117.4","  1563.0","   699.0","    32.1","    18.8","  3355.6","  4018.6","   973.1","  3045.6","  3453.1","   548.7","  2904.4","   565.5","   424.4","   141.2","   160.7","    32.5","     8.0","   118.3","     1.9","    23.7","  2605.6","  2045.7","   645.2","    41.1","   326.3","    25.9","    31.3","     5.7","    27.4","     7.2","    91.3","    38.6","     3.3","    26.3","     7.0","    14.2","   466.0","     0.7","   447.7","     7.1","","    10.4","","   934.5","   283.8","   477.8","   155.8","    13.2","     3.9","   559.9","   554.4","   522.0","     3.2","     2.3"
"Totaal energiedragers","2004","  3410.9","  2863.8","  7937.9","  6586.3","  1352.0","   758.9","   -45.6","    16.4","  3394.5","  4206.7","  1005.9","  3200.8","  3631.1","   572.7","  3058.5","   575.6","   433.2","   142.3","   167.4","    33.5","     8.2","   123.8","     1.8","    24.6","  2626.9","  2068.5","   654.1","    42.8","   332.1","    28.4","    31.5","     5.4","    27.5","     7.2","    89.2","    39.4","     3.1","    26.5","     6.2","    15.0","   473.4","     0.6","   455.0","     7.4","","    10.5","","   941.0","   304.8","   462.5","   157.7","    12.5","     3.4","   558.3","   552.9","   514.3","     3.2","     2.3"
"Totaal energiedragers","2005","  3363.3","  2622.7","  8320.9","  6722.8","  1598.0","   806.6","   -50.9","    -2.9","  3366.2","  4268.4","   987.2","  3281.2","  3708.3","   565.4","  3142.9","   560.0","   421.7","   138.3","   172.5","    33.1","     8.1","   129.3","     2.0","    24.5","  2609.2","  2044.1","   649.5","    42.3","   331.6","    28.5","    31.9","     5.0","    28.0","     5.6","    88.2","    38.5","     3.3","    26.6","     5.1","    14.8","   476.4","     0.6","   457.2","     7.2","","    11.4","","   918.2","   290.8","   450.1","   161.6","    12.3","     3.5","   565.1","   558.2","   518.6","     4.0","     2.8"
"Totaal energiedragers","2006","  3324.2","  2584.2","  8597.8","  6962.7","  1635.0","   852.1","   -43.1","    14.8","  3309.5","  4177.4","   964.9","  3212.6","  3646.4","   563.6","  3082.8","   531.0","   401.2","   129.8","   162.6","    29.2","     7.8","   123.9","     1.7","    24.7","  2591.1","  2033.2","   633.7","    42.4","   321.3","    25.8","    32.0","     4.6","    26.9","     6.1","    87.6","    37.9","     3.0","    26.8","     4.7","    14.7","   491.0","     0.5","   471.4","     7.2","","    11.9","","   908.4","   296.8","   454.6","   142.1","    11.6","     3.2","   557.9","   551.8","   512.7","     3.7","     2.4"
"Totaal energiedragers","2007","  3316.5","  2532.6","  8433.1","  6831.2","  1602.0","   870.5","    52.5","     9.8","  3306.7","  4176.0","  1009.9","  3166.1","  3621.5","   593.7","  3027.8","   554.4","   416.2","   138.3","   176.3","    25.2","     8.2","   140.9","     2.0","    23.6","  2552.4","  1994.1","   638.8","    42.2","   328.2","    27.3","    33.6","     4.6","    24.8","     5.7","    86.8","    36.8","     3.2","    26.6","     4.8","    14.2","   496.6","     0.6","   476.0","     7.1","","    12.9","","   858.7","   284.8","   418.1","   142.6","    10.1","     3.1","   558.3","   549.6","   513.7","     3.0","     5.7"
"Totaal energiedragers","2008","  3283.9","  2846.0","  8665.0","  7286.5","  1378.0","   844.4","   -96.2","     6.9","  3276.9","  4154.8","  1041.0","  3113.8","  3612.5","   614.8","  2997.7","   542.3","   426.2","   116.2","   167.0","    27.3","     8.3","   129.1","     2.3","    23.4","  2544.1","  2032.8","   618.3","    42.1","   305.3","    28.6","    33.3","     5.4","    25.6","     9.2","    83.1","    34.5","     3.1","    28.7","     4.6","    14.8","   500.6","     0.6","   479.5","     7.3","","    13.3","","   913.9","   296.6","   461.6","   143.4","     9.3","     3.1","   511.3","   504.8","   469.9","     3.4","     3.1"
